5264;14;Муж на час;повесить телевизор на стену 
5266;14;Муж на час;сборка детской кровати с комодом, установка двух кронштейнов для навеса телевизоров
5269;4;Сантехник;напор воды слабый 87012114251 Айжан
5271;10;Электрик;проводка, достык, 87018808884, Ержан
5272;4;Сантехник;аль-фараби-шашкина, течь воды из под счетчика гор. воды, Данияр, 87073547273
5273;4;Сантехник;орбита-1, заменить гидроплинтус, Шалкар, 87086223039
5279;4;Сантехник;достык хаджимукана, протечка душ. кабинки,  Флора, 87772203631
5281;10;Электрик;панфилова-маметова, замена ламп и проверить розетки, Константин, 87017999679
5284;10;Электрик;басенова-бабаева, не работает выключатель, Арай, 87019938231
5285;4;Сантехник;протекает вода в ванной, мамыр-1, Сарсена, 87054669267
5287;10;Электрик;розыбакиева-болотникова, лампочка застряла, 87015335368, Газиз
5289;10;Электрик;толе би Софья, поставить розетку, Ануар, 87024484700
5291;10;Электрик;достык-оспанова, обогреватель не работает, Ахмед, 87752168100
5298;14;Муж на час;повесить 2 Картины и шкафы навесы прикрепить 87757133585 Гульназ
5299;14;Муж на час;сместитель установить и подкл стир машину 87011471397 Светлана
5302;4;Сантехник;стояк поменять полностью 5 Квартир 1 точка 87478178721 Еркин
5308;14;Муж на час;стояк поменять 2м 87054111036 Максат
5311;10;Электрик;
5313;14;Муж на час;повесить патолочную гардину 87058022283 Жанара
5314;14;Муж на час;доводчик сломался 87479390495 
5315;10;Электрик;света нету 87759353843 Зара
5321;10;Электрик;2 люстры повесить 87024001650 Касымбек
5322;4;Сантехник;
5323;4;Сантехник;
5324;4;Сантехник;
5325;4;Сантехник;
5331;4;Сантехник;
5344;7;Спутниковое телевидение;достык-омарова, сломался шкаф, Айдана, 87784147927
5345;10;Электрик;гоголя-абылай хана, проводка дымиться, срочно, Жания, 87079500005
5352;14;Муж на час;повесить часы, фотографии, картину и приклеить галтелю, работа нужна завтра, но свяжитесь сегодня, переулок Ташенова, Олеся 87054231063
5354;10;Электрик;самал-3, подкл. свет, Ерзат, 87071116999
5356;4;Сантехник;течь с ванной и забилась раковина, аль-фараби-малая мира, Камила, 87012045639
5360;10;Электрик;хмельницкого-жангельдина, проблемы с люстрой, Нуршат, 87015558410
5361;10;Электрик;байурсынова-абая, повесить лампу, Арай, 87059647583
5362;10;Электрик;алтынсарина-шаляпина, люстра не горит, Ержан, 87478410586
5367;10;Электрик;света нету 87772856891 Ксения 
5373;14;Муж на час;розетку починить звонок двери починить  и ручку 87777120735 
5395;4;Сантехник;укоротить трубу и установить кран, мкр 10, 87057750735, Мансур
5396;10;Электрик;нужно проверить проводку, момышулы 2,Руслан, 87777776968
5397;4;Сантехник;Шевченко -клочкова, протекает унитаз, Света, 87714500632
5400;4;Сантехник;пушкина-манаса, поменять раковину, Айсулу, 87785674441
5408;10;Электрик;лампочки пергорели и патроны 87017114438 Алия 
5409;14;Муж на час;собрать детский пилинальный столик 87026691627 Шолпан
5410;14;Муж на час;на Диване заменить ножки и тумбу под обувь сотку прикрутить 87017157768 Шолпан
5414;10;Электрик;проводку проверить и света нету в одной комнате 87058612009 Владимир 
5415;10;Электрик;2 розетку поменять и всю электропроводку проверить 87750743028 Гуляим
5417;10;Электрик;выключатель не работает тройной 87015507873 Анель
5425;10;Электрик;поменять двойную розетку 87012110870 Керемет
5428;10;Электрик;не все лампочки в люстре горят,некоторые лопнули прям в ней. выкрутить остатки лампочек и проверить/сделать остальные, чтоб они работали
5429;10;Электрик;розетку подкл 87016699999 Николай
5430;14;Муж на час;Повесить гардину 1 шт, повесить зеркало в ванной, повесить шкафчики 2 шт в коридоре. 
5432;10;Электрик;момышулы, проблемы с люстрой, Эльмира, 87778327981
5439;10;Электрик;шагабудтинова-жамбыла, в 1 комнате нет света, Адиль, 87772940660
5440;14;Муж на час;ауэзова-бухар жырау, сломалась дверная ручка, полка в гардеробе, Берик, 87017708084
5441;10;Электрик;Аксай -4, замкнул выключатель, Галина, 87775266782
5455;10;Электрик;орбита-4, провести проводку, 87477774123, Еркебулан
5456;14;Муж на час;душевая не работает, дежнева-фестивальная, Венера, 87025355739
5457;10;Электрик;пушкина-кирова, проверка проводки и подключить одну лампу, Куаныш, 87017223339
5458;4;Сантехник;
5459;4;Сантехник;
5460;4;Сантехник;
5461;4;Сантехник;
5462;4;Сантехник;
5473;10;Электрик;аудиооборудование установить 87076889892 Данияр
5474;14;Муж на час;просверлить на балконе и стул починить 87000909292 Галина
5483;10;Электрик;ул. Гайдара, чуть ниже Абая, работа в р-не ВАЗа, нужно подкл электр. тэны, 87017312899, Алияс
5487;10;Электрик;кот. городок Family Village, ул. Тесла, установить таймер на электрокотле, Берик, 87017552678
5488;14;Муж на час;монтажные работы, тулебаева-кирова, 87012214300,Физули
5490;10;Электрик;орбита-1, повесить 1 люстру и 3 плафона поставить, Кирилл, 87078322863
5494;10;Электрик;Установка люстры и трех плафонов 
5495;10;Электрик;повесить люстру орбита-1, повторная отправка, 87078322863, Кирилл
5497;4;Сантехник;пушкина-маметова, забилась канализация и течь воды с трубы, Айсулу, 87785674441
5499;10;Электрик;брусиловского-абая, подкл. подсветку, Арай, 87017311775
5501;14;Муж на час;рыскулова-момышулы, установить экономпанель, Ольга, 87072400441
5502;10;Электрик;нет тока в розетке
5505;10;Электрик;шевченко-муканова, подключить паровую, Алишер, 87788618069
5506;10;Электрик;дюйсенова-розыбакиева, проблемы с проводкой, Алмат, 87074444883
5507;14;Муж на час;установить ТВ и повесить вешалку, 8 мкр, Ербол, 87073886801
5509;7;Спутниковое телевидение;подпилить кровать, сделать ниже, верхняя каменка, ул. южная, Наталья, 87773432544
5512;10;Электрик;муратбаева-кабанбай батыра, нету света, 87013336393, Жанара
5513;10;Электрик;кирова-пушкина, выбивает автомат и проверить подогрев пола, Юлия, 87017636716
5514;4;Сантехник;забилась раковина, возможно нужен будет трос на 5-6 метров, сейфуллина-маметова, Виктория, 87073538570
5516;10;Электрик;шевченко-муканова, проверить мощность питания, Асхат, 87088339037
5517;10;Электрик;лампочка плафон оторвался 87027804038 Маргарита
5518;14;Муж на час;батареи протекает 87013823824 Берик 
5520;10;Электрик;в домофоне подсоединить провода  3743154 Фарида
5521;4;Сантехник;со шланга стиральной машины вода течет 87072311343 Мадина
5522;10;Электрик;подключить грильянды 87785520454 
5530;10;Электрик;установка люстры
5531;14;Муж на час;собрать ёлку
5532;4;Сантехник;бачок в туалете не наберает воду
5534;14;Муж на час;разобрать мебель, мкр казахфильм, Кристина, 87026827439
5535;10;Электрик;розыбакиева-аль-фараби, повесить люстру, поменять проводку и прочее,  Ботагоз, 87076100121
5537;4;Сантехник;поменять кранчики, 1 мкр, Виктор, 87714073512
5540;14;Муж на час;мелкий ремонт мебели на кухне и замена сливного механизма бочка, Марина, 87013240166
5548;14;Муж на час;Диван раздвижной сделать 87770408711 Балжан
5552;10;Электрик;в подъезде выбивает автомат и в квартире нету света 87014941094 Юля
5553;14;Муж на час;проблемы с краном 87716939292 Асель
5554;14;Муж на час;столешницу закрепить кран поставить телевизор перевесить и др работы 87015777872
5560;14;Муж на час;колеса прикрутить к креслу 87017727392 Алекс
5562;14;Муж на час;Приклеить штапик к декоративной стеклянной вставке в межкомнатные двери. Штапик из мдф, цвет белый.
5563;14;Муж на час;обои приклеть в одной комнате 249 52 53
5564;10;Электрик;лампочка мигает и пахнет горелым 87018113648 Наталья Александрова 
5566;14;Муж на час;сместитель заменить
5569;7;Спутниковое телевидение;повесить шкаф на кухне, 4 мкр, Мадина, 87073756466
5571;10;Электрик;бурундайская, поворот карасу, подкл. светомузыку,  Нурлан, 87010720000
5580;10;Электрик;кабанбай батыра-желтоксан, нужно починить розетку, Мадениет, 87473788791
5586;10;Электрик;абая-манаса, не горят лампа и споты, Марина, 87011115096
5587;4;Сантехник;достык-карасай батыра, поменять смеситель, Тулеубек, 87772864470
5589;10;Электрик;розетка не работает, гагарина-карасай батыра, Гуля, 87774449298
5597;4;Сантехник;почистить канализацию 3764214
5598;10;Электрик;стопы прикрутить 87771133636 Карина 
5600;4;Сантехник;
5601;4;Сантехник;
5605;14;Муж на час;трубы засорились 87017332613 Сергей Петрович
5606;10;Электрик;перекос фаз света нету 87017113595 Сергей
5607;10;Электрик;Ремонт люстры и выключателя. 
5608;14;Муж на час;на сместителе поменять картриджи 87773868585
5609;4;Сантехник;Где смеситель соединен с трубой со стороны горячей воды протекает  
5612;14;Муж на час;розетку на место поставить 87022444681 Бота
5614;14;Муж на час;от умывальника вода не уходит 87078788295 Альбина Александровна 
5616;14;Муж на час;от шефа дверь прикрутить 87477007877 Джамиля
5617;10;Электрик;счетчик выбивает 87054544965 Шакир
5619;10;Электрик;В помещении провести свет и разводку 87017669828 Гали
5620;10;Электрик;замыкание света нет 87751512717 
5621;4;Сантехник;2 выключателя и розетку сделать 87078104232
5622;10;Электрик;автомат выбивает 87777335070
5624;14;Муж на час;В туалете нету света 87057040386 Медет
5625;4;Сантехник;вытяжку прикрутить 8705666611 Рустам
5626;10;Электрик;установить вытяжку и духовку и 2 розетки 87008880352 Айгуль
5627;10;Электрик;лампочка перегорела патрон провод подгорел 87774442326 Эльвира
5628;4;Сантехник;труба под раковиной отвалилась и душ.кабины шланг барахлит 87018756498 Лена
5629;14;Муж на час;перенести мебель из одной комнаты в другую и проложить ковролан и собрать мебель 87026827439 
5633;14;Муж на час;двери купе сломался нужно заменить колесики 87777760712 Айгуля
5634;4;Сантехник;трубы посмотреть консультация  87072416000 Сауле
5636;10;Электрик;
5637;10;Электрик;поменять выключатель 87076801319 
5639;14;Муж на час;прикрутить ножки от кресла 87052018566 Жанара
5644;4;Сантехник;навои-фестивальная, установить смеситель на кухне и фильтр, Айгуль, 87008880352
5648;10;Электрик;"расцепить проводку и замуровать, подробнее клиент сам уточнит, мкр Акжар, р-н сан ""Алатау"", Марат, 87776686399"
5649;10;Электрик;повесить 4 люстры, жургенова-пушкина, Какен, 87089721925
5651;14;Муж на час;установить выключатель, аксай-4, Динара, 87714122464
5652;4;Сантехник;фурманова-маметова, протекает переключатель положения джакузи, работа на вечер, Корган, 87053118888
5659;10;Электрик;мкр. айгерим-2, ул. Дархан, провести проводку на кухне, Галина, 87019914960
5661;10;Электрик;ул. кыз жибек, р-н кок тобе, проблемы с электричеством, Ислам, 87018992222
5662;10;Электрик;в 1 комн.  не горит свет, тлендиева-жандосова, Алексей, 87058886646
5663;10;Электрик;аксай-4, проблемы с проводкой, Рыскуль, 87772944430
5664;14;Муж на час;наурызбай батыра-макатаева, купить и сделать ручку от двери, Евгения, 87015170007
5665;10;Электрик;абылай хана 36, замыкают лампочки, Индира, 87015187032
5666;4;Сантехник;с пласт. трубы течет хол. вода, абая-алтынсарина, Нурболат, 87085326400
5668;4;Сантехник;повесить одну гардину, таугуль 2, Ольга, 8701523238
5669;4;Сантехник;вылетел шланг бочка, 1 мкр, +7 702 333 6470, Еламан,  
5671;4;Сантехник;малая станица, трубу прорвало, Арыстан, 87017393787
5672;4;Сантехник;раковина забилась, самал-1, Азат, 87024270920
5673;7;Спутниковое телевидение;бухар жырау байтурсынова, повесить гардину, Тимур, 87018112311
5677;4;Сантехник;с трубы течет вода, орбита-3, Дарина,  87019467014 
5678;10;Электрик;лобочевская 45, развет. коробка дымиться ,Света, 87772498742
5679;10;Электрик;подкл. духовку и вар плиту, кенесары 4, Фархат, 87783174777
5683;10;Электрик;установить люстру, нусупбекова-маметова, Ерлан, 87089153010
5684;4;Сантехник;установить мойку, верх. каменка, ул. рахымбай каналы,  Аскар, 87082391969
5686;10;Электрик;лампу повесит 87055191976
5688;4;Сантехник;проверить проводку  87770888585 Динара
5689;10;Электрик;установить розетку 87077775103 
5693;4;Сантехник;замена сместителя 87023222511 Жарас
5695;10;Электрик;проводка сгорела 87474531144 Карлыгаш
5713;4;Сантехник;гардины, 2 мкр, Айзада, 87759079410
5718;14;Муж на час;дверь сходит с петель, молдагалиева-ленинская смена, Ирина, 87753467621
5720;10;Электрик;ввбил автомат, Спасская 28, Татьяна,  87055431708
5722;10;Электрик;провести проводку, мкр думан, Шакир, 87013954662
5725;14;Муж на час;не горит свет, 2 мкр, Айман, 87011378999
5726;4;Сантехник;со стиральной машины со шланга вода капает 87078315192 Гуля
5727;10;Электрик;поменять люстру 354 76 93 Арсылан 
5729;14;Муж на час;горячая вода куда то уходит краны все закрыты 87778888871 Марат
5731;4;Сантехник;с батареи бежит вода 87079347060 Слава
5736;10;Электрик;люстры сломалась не горит
5737;10;Электрик;сломался ввключатель 87013721153 Юлия
5740;10;Электрик;от щитовой протянуть кабель что бы подкл плиту 87072242414 Асет
5741;14;Муж на час;нужно перфоратором просверлить 4 отверстия (диаметр. 10 мм) на бетонной стене для установки настенного турника. 
5742;4;Сантехник;унитаз поменять 87083322272 Марина
5749;14;Муж на час;бочок от туалета вода бегает 87777055862 Ельхан
5753;14;Муж на час;батареи поменять и теплый пол сделать нужно 87017104502 
5755;10;Электрик;провести проводку внутреннюю 87013110378 Сьанислав 
5757;14;Муж на час;поменять 2 сместитель, под раковиной полностью поменять, и ваннную почисить 87082800880 Сания
5759;10;Электрик;кабель протянуть снаружи 87018705595 Рустам
5763;14;Муж на час;проверка
5777;4;Сантехник;прибить доску на стену 87017787333 Арай 
5779;14;Муж на час;турник повесить в квартире 87017246851 Ербол
5781;4;Сантехник;починить кран и посмотреть стир машину, сейфуллина-гоголя, Альдаир, 87021962623
5783;10;Электрик;не горит люстра и не раб. розетка, садовская-захарова, Вячеслав, 87072963136
5785;4;Сантехник;батарея не греет, ул. кыз жибек, р-н кок тобе, Мурат, 87012667981
5787;4;Сантехник;проблемы с душ. кабинкой и раковиной, клочкова-шевченко, Виктория, 87014301773
5789;10;Электрик;проблемы с проводкой, аэродромная-райымбека, Александр, 87051702632
5793;10;Электрик;проводка, достык-жолдасбекова, Анель, 87008881777
5795;4;Сантехник;полностью установить отопление в кофейне, нужен опытный мастер, Дмитрий, 87076394227
5803;10;Электрик;проблемы с электричеством, тулебаева-октябрьская, Надежда, 87775510153
5809;10;Электрик;не горит свет в комнате, шаляпина-момышулы, Рафит, 87788886677
5811;10;Электрик;не раб. выключатель, белинского-тисленко, Азиз, 87017222269
5821;14;Муж на час;прибить карнизы, жандосова-яссауи, Балжан, 87013110394
5825;4;Сантехник;повесить кронштейн для ТВ, жарокова-сатпаева, Кирилл, 87089614171
5831;10;Электрик;не раб. 2 розетки и одна замыкает, мкр кулагер, Сайлау, 87776453773
5833;10;Электрик;ремонт люстры на кухне.
5835;4;Сантехник;Нужно починить течь в пластиковой трубе на стыке с фиттингом.
5839;10;Электрик;свет замыкает 87017358530 
5847;10;Электрик;свет замыкает искрит 87751461815 Дамира
5849;4;Сантехник;повесить шкаф навесной 87017524692 Юлия
5851;10;Электрик;розетка сгорела 87017280951 
5855;4;Сантехник;с отопления батареи течет вода 87773139917
5857;10;Электрик;поменять лампочки 87013120928 
5861;14;Муж на час;шкаф отремонтировать 317 38 88
5867;10;Электрик;розетку починить 87078250880 
5873;4;Сантехник;с унитаз вода не уходит 87714584298
5885;10;Электрик;проблемы с розеткой, искрит внутри 87082115761
5887;10;Электрик;выключатель сломался 87025124526 торгын 
5893;10;Электрик;поменять патрон 2 шт 87759844227 Аскар
5895;10;Электрик;автомат поменять и протянуть кабель 20м, рыскулова, 87077020270
5897;14;Муж на час;полочки повесить, жарокова-абая, Марина, 87014378232
5901;4;Сантехник;теплые полы, промыть реагентами джет трубу, карайгалы, ул. Арал, р-н каменки, Алчин, 87017885918
5911;4;Сантехник;трубы поменять, аксай-2, Константин, 87051590807
5917;10;Электрик;замыкание проводки, абая-брусиловского, Саян, 87071140037
5921;14;Муж на час;снять ТВ и повесить новый, шульбинова-пятницкая, Алия, 87770078881
5923;4;Сантехник;хол. воды нет на кухне, желательно сделать работу до 14:00, ауэзова сатпаева, Лена, 87773000888
5925;14;Муж на час;Установка стиральной машины
5929;10;Электрик;проводка, сатпаева-ленина, Наргиз, 87076907812
5931;10;Электрик;проложить элеткрокабеля, толе би-восточная объездная, Анатолий, 87017500549
5933;4;Сантехник;лопнула секция радиатора, жамбыла-байзакова, Жанара, 87017694122
5945;14;Муж на час;со 2 эт. течь воды, жарокова-дунаевского, Акмарал, 87717651911
5947;4;Сантехник;проблемы с унитазом, тастак-1, Мейрим, 87714584298
5949;10;Электрик;проблемы с проводкой, хаджимукана-бол. ленина, Ника, 87085232300
5957;10;Электрик;лампы прикрутить 87018090909 Матлюда
5959;14;Муж на час;ремонт дверей шкафа
5965;10;Электрик;востановить всю полностью проводку 87027448888 Евгений
5975;14;Муж на час;повесить кранштейн и гардину  87750003521 Лаура
5983;4;Сантехник;кран установить 87477455547 Баян
5989;10;Электрик;пробки поменять на автомате 275 25 71
6009;4;Сантехник;поменять смеситель, байзакова-шевченко, Влад, 87712183074
6015;10;Электрик;2 настольные лампы поменять кабель, абылай хана-кабанбай батыра, Куралай, 87782771624
6017;14;Муж на час;подкл. стир машину LG и повесить ТВ, фурманова-сатпаева, Дина, 87478075856
6023;10;Электрик;поменять старую проводку, саина-торайгырова, Мейр, 87085037189
6025;4;Сантехник;проблемы с замком, навои-фестивальная, Айгуль, 87017791839
6033;14;Муж на час;дверцу прикрутить, дверца газ плиты, замочек двери прикрутить, бухар жырау байзакова, Катя, 87055664848
6045;4;Сантехник;заел дверной замок, саина-жубанова, Марина, 87071058404
6047;10;Электрик;заменить выкл. в электрощитке, достык-жолдасбекова, Фариза, 87024133338
6051;10;Электрик;люстру плафоновую починить 87028548868 Махаббат 
6053;10;Электрик;электроплиту подключить нужно 87076612285 Аблайхан
6055;10;Электрик;На автомате провод сгорел.  87014618171 Алия
6059;10;Электрик;провести отдельную розетку 87476384340 Евгения 
6061;10;Электрик;счетчик выбивает 87079000549 Нуржан
6067;10;Электрик;света нету 87016559343 Злата
6069;10;Электрик;света нету 87474365640 Касым
6071;10;Электрик;лампочки поменять 87078319191
6075;4;Сантехник;итальянская установка натрия 87017213306 Мурат
6083;4;Сантехник;в подвале угаром пахнет
6093;10;Электрик;выключатель сдомался 87079946600 Бека
6097;14;Муж на час;патрон поменять керамический  87017288878 Мухаббат
6105;4;Сантехник;поменять смеситель, проблемы с унитазом, наурызбай батыра-жамбыла, Суюнбай, 87759892693
6107;4;Сантехник;хол вода протекает, мкрн Ерменсай, Ерикжан, 87777526795
6111;14;Муж на час;течь воды, ул. жуалы, ЖК Примера, р-н Калкаман, Марта, 87026081568
6117;10;Электрик;розетки не работают, республика 16, Мирас, 87011644945
6121;4;Сантехник;повесить картины, казыбек би-досмухамедова, Айнура, 87074443027
6129;4;Сантехник;вода течет под раковиной, орбита-1, Зоя, 87272656015
6135;10;Электрик;починить розетку, абая-алтынсарина, Мирас, 87782144783
6141;10;Электрик;застрял цоколь лампочки и замыкает розетка, таугуль-2, Маржан, 87015779110
6143;10;Электрик;свет откл за не уплату, клиент оплатил, но подключать завтра, а он хочет сегодня, жандосова-алтынсарина, Жанболат, 87077787759
6145;14;Муж на час;разборка мебели и упаковка, замена люстры, мкр курамыс, Елена, 87053339151
6151;4;Сантехник;2 выключателя заменить и навеска зеркала 87772629872 елена
6155;10;Электрик;свет мигает уже лампочка перегорела 87073500115  Анна
6157;10;Электрик;споты не горят 87011113125 Олжас
6163;4;Сантехник;в 1 комнат квартире обои, кафель,левкас и постелить ламинат 87772108520 Есен
6169;10;Электрик;выключатель сгорел 87013495961 елена
6177;10;Электрик;монтажные работы 87017444166 Владимир
6179;10;Электрик;заменить розетку 87478476267 Анель
6181;14;Муж на час;заменить трубы, установить душ.кабину и умывальник  87051909039 Катерина
6183;14;Муж на час;повесить патолочную гардины 87754519555 Эда
6185;10;Электрик;в 2 комнатах нет света, навои-аль-фараби, Ольга, 87078407007
6187;10;Электрик;проблемы с щитком, айманова-жандосова, Татьяна, 87012111365
6197;4;Сантехник;починить замок на двери, навои-фестивальная, Айгуль, 87008880352
6203;14;Муж на час;проблемы с бочком, утепова-гагарина, 87772077600, Виктория
6209;10;Электрик;светильник oppel не горит, зенкова-кирова, Олег, 87015509956
6213;4;Сантехник;проводка, муратбаева-советская, Каракоз, 87777751757
6215;10;Электрик;витрина моргает, мега центр розыбакиева, нужны документы счет фактура акт и т. д. , Куралай, 87475100823
6225;14;Муж на час;лампочки моргают, гагарина-журавлева, Рустем, 87023041545
6245;4;Сантехник;Нужно прочистить канализационную трубу в кухне
6253;10;Электрик;кабель провести 87785550181 Ербол
6255;10;Электрик;установить 5 розеток, починить светильник и выключатель перенести 87016553070 Сауле
6257;14;Муж на час;сместитель поменять 87023673007Алишер
6261;10;Электрик;счетчик вывести в подьезд  87011117807 
6263;4;Сантехник;подача г/В пропускает 87017569330 Бекзат
6269;14;Муж на час;бочок протекает 383 97 96 татьяна
6271;10;Электрик;2 светильника установить 87019158851 Серик ага
6273;10;Электрик;проводка замыкает 87073334386 Рустам
6279;14;Муж на час;трубу прорвало нужна сварка 87070364369 Егор
6281;14;Муж на час;шумоизоляцицию сделаол, электрические сантехнические и строительные работы 87017430617 Жанна
6283;4;Сантехник;заменить трубы подача х/г воды 87757687875 Сейсенкуль
6299;10;Электрик;не горит свет в 1 комнате, мауленова-виноградова, Салтанат, 87025553650
6301;10;Электрик;монтажные работу по дому, коттеджный городок Елисейские поля, Еркеш, 87077131001
6309;4;Сантехник;Повесить гардины 
6311;4;Сантехник;замена трубы, акжар, нужно сделать до обеда, Айбол, 87016771990
6315;14;Муж на час;краник вылетает, дубок-2, Динара, 87015519039
6317;4;Сантехник;проблемы с батареи, таугуль-3, Бексултан, 87756807307
6319;4;Сантехник;подкл. стир машину и замена гофра, жандосова-берегового, Ален, 87072110946
6323;14;Муж на час;установить счетчики, ленина-абая, Дамир, 87079966353
6325;10;Электрик;подключить встроенную электроплиту beko, брусиловского-кулымбетова, ЖК Манхэттен, Жулдыз, 87074388077
6333;4;Сантехник;повесить люстру 87777792993 Ирина
6335;14;Муж на час;заменить сместитель 257 0049 Фарида
6339;14;Муж на час;резиновые коврики прибить к лестнице 87019607770 Ботагоз
6341;14;Муж на час;кровать сделать из дсп и по сантехнике 87009995011 Лейла
6343;4;Сантехник;починить розетку и заменить сместитель установить 87711147518 Кунзада
6349;14;Муж на час;труба протекает, мате-залки-куанышбаева , Сауле, 87019934245
6351;10;Электрик;подкл электроплиту 16 кВт и электр шкаф 7кВт, р-н кок тобе, Юрий, 87772288847
6357;14;Муж на час;замена 2х секции чуг радиатора, калкаман, Сергей, 87017454744
6359;10;Электрик;не раб автомат насоса, автомойка, каменка, Нурбол, 87010548484
6361;10;Электрик;провести проводку, абая брусиловского, Марлен, 87014444032
6363;10;Электрик;люстра не горит, ташкентская-кунаева, Женя, 87771111788
6377;4;Сантехник;перегорают лампы на люстре, кабанбай батыра аманжолова, Шакир, 87054544965
6381;10;Электрик;Неисправность в проводке в комнате. Не работают споты и лампа.
6403;14;Муж на час;монтажные работы, кунаева-маметова, Жанболат, 87010175454
6411;4;Сантехник;в подвале затопило 87077371385 Ляззат
6415;14;Муж на час;сушилка в ванной течет вода 87770019655 канат
6419;4;Сантехник;трубу поменять 87077771178 Дархан
6421;4;Сантехник;в душевой кабине бежит вода 87776851515 толганай
6425;4;Сантехник;Замена или ремонт шланга на смесителе
6427;10;Электрик;провода сгорели 87022344342 
6429;10;Электрик;замыкания 87013499991 Рустем
6431;10;Электрик;установка люстры 249 9570 Назгуль
6433;10;Электрик;розетка перегорела 87075650014 Айжан
6437;14;Муж на час;гофра оторвалась 87771961861 Серик
6439;14;Муж на час;кран капает 87019959954 Жансая
6441;14;Муж на час;в ванной протекает смеситель 8701199707 Марлан
6445;10;Электрик;несколько розеток не. работает 87059009990 евгений
6451;14;Муж на час;выявить причину соседей топят 87770082818 Асет
6455;10;Электрик;люстру починить 87011480633 Роза
6459;10;Электрик;патрон сгорел, гоголя-сейфуллина, Венера, 87751070780
6465;14;Муж на час;не горит свет в ванной, проблемы с проводкой, нужно определить спец аппаратом, наурызбай батыра-гоголя, Эльмира, 87015777047
6471;10;Электрик;электроплита не работает, рыскулбекова-саина, Айдын, 87017088870
6473;4;Сантехник;течь воды с мойки, сатпаева-егизбаева, Жайна, 87752957777
6479;14;Муж на час;повесить 2 бра, вешалку, домофон, нужен аппарат для определения проводки, гоголя-абдулинных, Исмат, 87019248537
6481;10;Электрик;не горит свет в ванной, Петрова 18/1, Михаил, 87015381150
6489;10;Электрик;перенести счетчик в подъезд, достык 107, Асель, 87012647861
6493;10;Электрик;в кв нет света, шагабутдинова-жамбыла, Балжан, 87071706707
6505;4;Сантехник;обшивка выходной двери 87771621308 
6527;14;Муж на час;повесить в ванной зеркало и картину 87785323034 Адина
6533;14;Муж на час;заменить ламинат 87014725831 Валентина
6535;10;Электрик;отошла розетка 
6541;14;Муж на час;с  батареи капает 87781440632 Сабр
6555;14;Муж на час;засорилась умывальник и душ.кабинка протекает 87077306451 Алия
6557;4;Сантехник;унитаз поменять и на кухне сместитель 87754320080 Арай
6559;10;Электрик;счетчик установить 87751192452 Данияр
6585;10;Электрик;люстра не горит, проводка, аль-фараби-бальзака, Аскар, 87017470470
6597;10;Электрик;собрать вру, аль-фараби-жарокова, Александр, 87078129088
6603;4;Сантехник;шланг прикрутить, саина-жандосова, Асия, 87473723878
6607;4;Сантехник;установить бойлер, базарбаева 25, Тэйба, 87788043446
6615;10;Электрик;замыкает розетка, абая-байтурсынова, Аселя, 87781417062
6617;10;Электрик;замыкает проводка, нужно найти где именно, самал-1, Елена, 87023799537
6619;10;Электрик;поменять споты, жамбыла-радостовца, Асель, 87013013078
6633;4;Сантехник;заменить смеситель и винтиль в ванной, байкадамова-каблукова, Владимир, 87771600525
6641;4;Сантехник;прочистка водопровода хол воды, коктем-1, 87077477737 Анвар
6645;14;Муж на час;с отопительной трубы течет вода, гоголя-панфилова, Бахытжан, 87012224546
6659;14;Муж на час;с крана течет вода 2461088
6661;10;Электрик;автомат сгорел 87019245244
6665;4;Сантехник;поменять сместитель 87761788808
6675;14;Муж на час;почистить канализационную трубу 382 16 74
6693;10;Электрик;автомат сгорел 87022268638
6705;14;Муж на час;патроны поменять 262 01 72
6729;4;Сантехник;замена чуг. тройника в канализации, маметова-панфилова, Юра, 87075506603
6733;10;Электрик;перенести розетки, габдуллина-ауэзова, Алия, 87019995289
6743;4;Сантехник;засорилась труба между этажами, мкр жулдыз-2, Карине, 87017896934
6745;10;Электрик;выбил автомат и в некоторых комнатах перестал гореть свет, Зифа, 87059032503
6759;10;Электрик;одну точку вывести на улицу, наурызбай батыра-толе би, Алексей, 87018555888
6765;14;Муж на час;проблемы с дверцой холодильника, абылай хана-кабанбай батыра, Марина, 87018004663
6773;14;Муж на час;постелить ковролан, жарокова-аль-фараби, Татьяна, 87776778619
6785;10;Электрик;розетка током бьется 87475228345 Нуршанкуль
6803;4;Сантехник;душ.кабину реставрацию сделать надо, и с канализацией проблемы 87012248844 жазира
6805;14;Муж на час;сифон бежит детали заменить 87777011112 Лена
6809;14;Муж на час;под краном течет вода 87057274426 Ольга
6813;10;Электрик;установить розетки 87017929373 
6815;14;Муж на час;вытяжку установить 87019807300 Бакытжан
6817;4;Сантехник;в Салон цветов кран течет 87018758688 
6825;14;Муж на час;труба протекает 87472424705 Салтанат
6833;4;Сантехник;прикрутить поручник к санузле 87018946648 
6837;14;Муж на час;надо 3 плафона поменять' и кафель сделать 87071014785 Саин
6849;4;Сантехник;проблемы с писуаром, сейфуллина-макатаева, Талгат, 87076787984
6851;10;Электрик;люм лампы перегорели, мкр 2, Айжан, 87017366163
6853;4;Сантехник;течет вода с бочка, и смесители, момышулы-рыскулова, Павел, 87017165663
6855;10;Электрик;счетчик, маметова-чайковского, Павел, 87017165663
6857;14;Муж на час;побелить стены и приклеить обои, абая-момышулы, Абылай, 87022570552
